cik,subset,ticker,label,Fiscal Period,Cost of Goods Sold,"Depreciation, Depletion and Amortization",EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
1038133,train,HSKA,False,Dec 2018,70.8,4.6,4.1,8.7,56.6,6.0,660.9,5.8,-135.0,127.4,156.5,62.4,20.4,25.1,34.0,52.8,19.4
1038133,train,HSKA,False,Dec 2019,68.2,4.9,0.5,5.4,54.4,46.5,756.2,-1.5,-136.4,122.7,244.4,139.9,32.2,26.6,90.1,54.1,19.0
1038133,train,HSKA,False,Dec 2020,116.0,11.4,-7.4,4.0,81.3,49.0,1380.2,-14.4,-150.9,197.3,399.8,171.3,42.1,40.0,112.8,89.5,35.9
1426332,train,NGM,False,Dec 2016,0.0,3.53,-8.36,-4.83,85.59,0.0,1238.1,-6.92,-132.54,85.59,276.99,234.68,37.69,0.0,392.06,93.95,2.77
1426332,train,NGM,False,Dec 2017,0.0,6.44,-17.43,-10.98,77.14,0.0,1238.1,-14.16,-146.7,77.14,248.94,175.53,36.89,0.0,369.92,94.57,3.67
1426332,train,NGM,False,Dec 2018,0.0,7.22,-4.31,2.91,108.67,0.0,1238.1,-0.49,-147.19,108.67,246.09,214.56,41.49,0.0,354.28,112.98,3.67
1426332,train,NGM,False,Dec 2019,0.0,7.61,-49.34,-41.73,103.54,0.0,1238.1,-42.8,-196.14,103.54,380.4,355.25,39.72,0.0,49.68,152.88,5.21
1426332,train,NGM,False,Dec 2020,0.0,6.55,-103.83,-97.28,87.37,0.0,2138.38,-102.49,-298.63,87.37,329.04,308.43,42.58,0.0,49.0,191.2,6.43
1679049,test,INSW,False,Dec 2016,273.0,80.0,23.0,102.0,126.0,433.0,410.0,-18.0,-74.0,398.0,1663.0,171.0,45.0,1.0,483.0,39.0,72.0
1679049,test,INSW,False,Dec 2017,277.0,79.0,-65.0,14.0,13.0,529.0,537.0,-106.0,-181.0,290.0,1664.0,132.0,47.0,3.0,579.0,25.0,63.0
1679049,test,INSW,False,Dec 2018,280.0,72.0,-29.0,44.0,-9.0,759.0,491.0,-89.0,-269.0,270.0,1849.0,168.0,75.0,3.0,839.0,24.0,100.0
1679049,test,INSW,False,Dec 2019,283.0,76.0,65.0,141.0,84.0,591.0,871.0,-1.0,-270.0,366.0,1754.0,187.0,114.0,4.0,731.0,28.0,88.0
1679049,test,INSW,False,Dec 2020,252.0,74.0,31.0,106.0,169.0,474.0,457.0,-6.0,-276.0,422.0,1587.0,257.0,109.0,4.0,614.0,29.0,48.0
1286225,train,RP,False,Dec 2016,243.0,55.0,31.0,86.0,325.0,117.0,2433.0,17.0,-119.0,568.0,788.0,297.0,251.0,1.0,403.0,294.0,92.0
1286225,train,RP,False,Dec 2017,280.0,67.0,30.0,97.0,391.0,634.0,3685.0,0.0,-75.0,671.0,1516.0,309.0,333.0,1.0,1014.0,361.0,125.0
1286225,train,RP,False,Dec 2018,364.0,100.0,66.0,166.0,505.0,580.0,4513.0,35.0,-59.0,869.0,2098.0,541.0,412.0,1.0,1035.0,439.0,124.0
1286225,train,RP,False,Dec 2019,426.0,126.0,98.0,224.0,562.0,1111.0,5092.0,58.0,-8.0,988.0,2970.0,636.0,525.0,1.0,1797.0,470.0,143.0
1286225,train,RP,False,Dec 2020,501.0,152.0,104.0,256.0,657.0,834.0,8910.0,46.0,38.0,1158.0,3488.0,1027.0,880.0,1.0,1873.0,554.0,146.0
772891,train,EASI,False,Oct 2001,313.0,7.0,49.0,56.0,95.0,21.0,0.0,24.0,85.0,408.0,290.0,116.0,99.0,42.0,155.0,47.0,50.0
772891,train,EASI,False,Oct 2002,313.0,7.0,49.0,56.0,95.0,21.0,0.0,24.0,85.0,408.0,290.0,116.0,99.0,42.0,155.0,47.0,50.0
772891,train,EASI,False,Oct 2003,435.0,9.0,73.0,82.0,138.0,1.0,0.0,43.0,128.0,573.0,419.0,155.0,185.0,51.0,222.0,66.0,91.0
772891,train,EASI,False,Oct 2004,661.0,13.0,124.0,137.0,223.0,1.0,0.0,76.0,203.0,884.0,511.0,243.0,131.0,61.0,174.0,99.0,139.0
772891,train,EASI,False,Oct 2005,773.0,18.0,142.0,161.0,245.0,2.0,0.0,85.0,287.0,1018.0,702.0,252.0,180.0,77.0,229.0,104.0,152.0
874992,train,REM,False,Dec 2001,27.0,39.0,17.0,17.0,77.0,39.0,0.0,11.0,76.0,104.0,289.0,52.0,49.0,0.0,95.0,59.0,33.0
874992,train,REM,False,Dec 2002,27.0,39.0,17.0,17.0,77.0,39.0,0.0,11.0,76.0,104.0,289.0,52.0,49.0,0.0,95.0,59.0,33.0
874992,train,REM,False,Dec 2003,25.0,56.0,68.0,68.0,158.0,18.0,0.0,43.0,119.0,183.0,359.0,77.0,58.0,0.0,118.0,90.0,43.0
874992,train,REM,False,Dec 2004,36.0,73.0,95.0,95.0,198.0,18.0,0.0,61.0,180.0,234.0,453.0,113.0,69.0,0.0,139.0,103.0,50.0
874992,train,REM,False,Dec 2005,30.0,61.0,110.0,110.0,241.0,18.0,0.0,71.0,251.0,271.0,586.0,140.0,78.0,0.0,182.0,131.0,96.0
1281949,train,KAR,False,Dec 2002,35.0,35.0,206.0,241.0,877.0,235.0,0.0,115.0,401.0,912.0,1648.0,484.0,427.0,0.0,698.0,677.0,339.0
1281949,train,KAR,False,Dec 2003,35.0,35.0,206.0,241.0,877.0,235.0,0.0,115.0,401.0,912.0,1648.0,484.0,427.0,0.0,698.0,677.0,339.0
1281949,train,KAR,False,Dec 2004,465.0,36.0,204.0,240.0,467.0,479.0,0.0,105.0,382.0,932.0,1914.0,731.0,373.0,0.0,902.0,253.0,380.0
1281949,train,KAR,False,Dec 2005,474.0,41.0,233.0,274.0,495.0,363.0,0.0,126.0,481.0,969.0,1946.0,724.0,422.0,0.0,856.0,268.0,385.0
1281949,train,KAR,False,Dec 2006,564.0,47.0,232.0,278.0,540.0,323.0,0.0,126.0,580.0,1104.0,1975.0,709.0,383.0,0.0,772.0,315.0,203.0
1364099,train,IPHS,False,Dec 2014,651.7,35.5,101.2,136.7,187.5,132.0,1255.5,64.5,390.5,839.2,728.4,371.5,91.9,184.6,265.4,80.7,108.7
1364099,train,IPHS,False,Dec 2015,645.8,38.5,47.1,85.6,143.3,209.0,559.0,26.3,378.3,789.1,669.6,293.8,104.1,172.7,336.3,91.8,88.0
1364099,train,IPHS,False,Dec 2016,575.0,37.5,77.4,114.8,150.4,185.0,1016.7,48.0,389.0,725.3,643.0,283.4,95.2,128.3,295.8,71.2,87.4
1364099,train,IPHS,False,Dec 2017,573.0,40.4,63.3,103.7,149.0,310.0,913.0,22.4,374.4,722.0,785.2,300.3,113.5,145.7,451.6,86.0,108.1
1364099,train,IPHS,False,Dec 2018,658.5,44.9,56.4,101.3,143.4,300.0,481.1,36.1,372.8,801.8,815.2,327.1,130.0,180.2,479.6,86.2,114.5
1336917,train,UAA,False,Dec 2016,2585.0,145.0,415.0,559.0,2249.0,790.0,12737.0,257.0,1259.0,4833.0,3644.0,1965.0,686.0,917.0,1613.0,1831.0,623.0
1336917,train,UAA,False,Dec 2017,2738.0,174.0,24.0,198.0,2251.0,765.0,6379.0,-48.0,1184.0,4989.0,4006.0,2338.0,1060.0,1159.0,1988.0,2100.0,610.0
1336917,train,UAA,False,Dec 2018,2853.0,182.0,-34.0,148.0,2340.0,704.0,7926.0,-46.0,1139.0,5193.0,4245.0,2594.0,1316.0,1019.0,2228.0,2182.0,653.0
1336917,train,UAA,False,Dec 2019,2797.0,186.0,237.0,423.0,2471.0,593.0,9758.0,92.0,1227.0,5267.0,4844.0,2702.0,1422.0,892.0,2693.0,2234.0,709.0
1336917,train,UAA,False,Dec 2020,2315.0,165.0,-12.0,153.0,2160.0,1004.0,7812.0,-549.0,674.0,4475.0,5031.0,3223.0,1413.0,896.0,3355.0,2172.0,527.0
903127,train,PPSPRA.PFD,False,Dec 2011,130.0,75.0,81.0,156.0,171.0,970.0,0.0,25.0,27.0,301.0,2139.0,18.0,89.0,0.0,1092.0,93.0,0.0
903127,train,PPSPRA.PFD,False,Dec 2012,142.0,80.0,129.0,209.0,189.0,1102.0,0.0,84.0,27.0,330.0,2363.0,124.0,108.0,0.0,1244.0,98.0,0.0
903127,train,PPSPRA.PFD,False,Dec 2013,155.0,86.0,126.0,212.0,207.0,1099.0,0.0,111.0,66.0,363.0,2382.0,87.0,97.0,0.0,1229.0,108.0,0.0
903127,train,PPSPRA.PFD,False,Dec 2014,163.0,85.0,278.0,363.0,215.0,892.0,0.0,215.0,185.0,378.0,2312.0,144.0,97.0,0.0,1026.0,108.0,0.0
903127,train,PPSPRA.PFD,False,Dec 2015,165.0,87.0,112.0,200.0,219.0,885.0,0.0,81.0,168.0,384.0,2267.0,32.0,103.0,0.0,1023.0,107.0,0.0
880804,train,PGI,False,Dec 2010,178.7,33.4,21.3,54.7,263.1,180.2,355.3,4.8,-264.0,441.8,541.7,111.8,89.3,0.0,299.6,242.1,67.1
880804,train,PGI,False,Dec 2011,195.8,37.2,35.4,72.6,278.0,180.2,424.7,21.4,-242.6,473.8,542.8,121.3,82.7,0.0,299.1,242.1,74.3
880804,train,PGI,False,Dec 2012,215.2,36.5,40.7,77.1,290.1,180.2,467.0,27.6,-215.0,505.3,545.8,125.5,89.9,0.0,293.6,248.7,76.4
880804,train,PGI,False,Dec 2013,226.0,37.3,35.1,72.3,300.9,180.2,560.2,18.3,-198.6,526.9,698.1,152.8,104.2,0.0,427.1,266.1,80.8
880804,train,PGI,False,Dec 2014,232.6,46.5,31.1,77.6,334.5,180.2,503.2,17.1,-181.5,567.1,756.2,143.4,117.7,0.0,501.2,304.7,79.2
756502,train,SKYT,False,Dec 2005,43.0,55.0,-20.0,36.0,-8.0,483.0,0.0,-57.0,-125.0,35.0,767.0,454.0,21.0,3.0,164.0,34.0,5.0
756502,train,SKYT,False,Dec 2006,43.0,55.0,-20.0,36.0,-8.0,483.0,0.0,-57.0,-125.0,35.0,767.0,454.0,21.0,3.0,164.0,34.0,5.0
756502,train,SKYT,False,Dec 2007,29.0,61.0,-89.0,-27.0,5.0,589.0,0.0,-124.0,-336.0,34.0,1295.0,237.0,73.0,3.0,678.0,77.0,5.0
756502,train,SKYT,False,Dec 2008,36.0,45.0,-169.0,-124.0,-2.0,838.0,0.0,-208.0,-543.0,34.0,1361.0,127.0,28.0,2.0,889.0,103.0,6.0
756502,train,SKYT,False,Dec 2009,70.0,33.0,-123.0,-90.0,-36.0,1283.0,0.0,-215.0,-733.0,35.0,1785.0,301.0,187.0,3.0,1489.0,99.0,5.0
1477200,val,FUEL,False,Dec 2012,60.0,3.6,-9.9,-6.3,46.6,5.0,2018.5,-10.3,-23.5,106.6,75.2,63.8,25.8,0.0,34.3,54.3,47.3
1477200,val,FUEL,False,Dec 2013,125.5,7.9,-19.7,-11.9,115.1,19.6,2018.5,-20.9,-44.5,240.6,237.5,210.7,69.9,0.0,94.3,129.8,90.5
1477200,val,FUEL,False,Dec 2014,222.1,23.7,-65.5,-41.8,186.6,23.3,678.6,-64.3,-108.8,408.6,539.3,258.7,161.1,0.0,226.5,246.8,135.4
1477200,val,FUEL,False,Dec 2015,269.0,50.8,-204.8,-154.0,192.7,17.6,152.0,-210.5,-319.3,461.6,347.1,209.4,168.5,0.0,213.2,394.3,125.0
1477200,val,FUEL,False,Dec 2016,289.3,64.1,-60.1,4.0,167.0,17.6,79.0,-65.7,-385.0,456.3,302.7,215.4,198.9,0.0,215.6,224.7,125.8
936931,train,SRCP,False,Dec 2001,259.0,15.0,51.0,66.0,170.0,88.0,0.0,28.0,97.0,429.0,468.0,97.0,58.0,2.0,165.0,118.0,79.0
936931,train,SRCP,False,Dec 2002,259.0,15.0,51.0,66.0,170.0,88.0,0.0,28.0,97.0,429.0,468.0,97.0,58.0,2.0,165.0,118.0,79.0
936931,train,SRCP,False,Dec 2003,252.0,15.0,49.0,64.0,172.0,88.0,0.0,27.0,119.0,424.0,470.0,89.0,60.0,2.0,159.0,123.0,74.0
936931,train,SRCP,False,Dec 2004,232.0,14.0,17.0,31.0,153.0,88.0,0.0,8.0,103.0,385.0,469.0,87.0,53.0,1.0,177.0,135.0,71.0
936931,train,SRCP,False,Dec 2005,234.0,15.0,35.0,51.0,182.0,38.0,0.0,10.0,113.0,416.0,419.0,86.0,49.0,1.0,114.0,177.0,68.0
1070423,train,PAA,False,Dec 2016,18929.0,514.0,1222.0,1736.0,1253.0,10124.0,21608.0,726.0,0.0,20182.0,24210.0,4272.0,4664.0,1343.0,15394.0,279.0,2279.0
1070423,train,PAA,False,Dec 2017,24685.0,517.0,1412.0,1929.0,1538.0,9183.0,14968.0,856.0,0.0,26223.0,25351.0,4000.0,4531.0,713.0,14393.0,276.0,3029.0
1070423,train,PAA,False,Dec 2018,31576.0,520.0,2845.0,3365.0,2479.0,9143.0,14556.0,2216.0,0.0,34055.0,25511.0,3533.0,3456.0,640.0,13509.0,316.0,2454.0
1070423,train,PAA,False,Dec 2019,31356.0,601.0,2671.0,3272.0,2313.0,9138.0,13388.0,2171.0,0.0,33669.0,28677.0,4612.0,5017.0,604.0,15482.0,297.0,3614.0
1070423,train,PAA,False,Dec 2020,22160.0,653.0,-2163.0,-1510.0,1130.0,9312.0,5952.0,-2590.0,0.0,23290.0,24497.0,3665.0,4253.0,647.0,14759.0,271.0,2553.0
768835,train,BIG,False,Jan 2017,3095.0,108.0,249.0,370.0,2099.0,106.0,2213.0,153.0,2323.0,5194.0,1608.0,994.0,679.0,859.0,957.0,1851.0,0.0
768835,train,BIG,False,Jan 2018,3122.0,106.0,302.0,419.0,2142.0,200.0,2548.0,190.0,2468.0,5264.0,1652.0,1022.0,590.0,873.0,982.0,1841.0,0.0
768835,train,BIG,False,Jan 2019,3116.0,114.0,218.0,343.0,2122.0,374.0,1263.0,157.0,2575.0,5238.0,2023.0,1128.0,639.0,970.0,1330.0,1903.0,0.0
768835,train,BIG,False,Jan 2020,3208.0,136.0,334.0,470.0,2115.0,279.0,1056.0,242.0,2770.0,5323.0,3189.0,1064.0,871.0,921.0,2344.0,1958.0,0.0
768835,train,BIG,False,Jan 2021,3702.0,139.0,856.0,994.0,2497.0,36.0,2121.0,629.0,3351.0,6199.0,4037.0,1586.0,1001.0,940.0,2760.0,2104.0,0.0
1337298,train,FF,False,Dec 2016,206.3,10.8,41.0,51.8,46.9,0.0,608.1,56.3,48.2,253.2,529.0,405.3,144.0,52.1,196.2,10.3,45.3
1337298,train,FF,False,Dec 2017,254.8,11.6,16.8,28.5,20.3,0.0,616.3,23.5,61.2,275.0,425.6,310.4,35.3,43.8,74.0,10.4,29.1
1337298,train,FF,False,Dec 2018,217.6,11.2,60.4,71.6,73.4,0.0,693.8,53.2,106.9,291.0,471.2,362.3,39.5,39.3,82.1,10.0,25.0
1337298,train,FF,False,Dec 2019,131.1,12.1,80.0,92.1,74.1,0.0,542.0,88.2,184.6,205.2,586.5,480.9,82.8,37.6,119.4,8.8,122.9
1337298,train,FF,False,Dec 2020,173.2,11.2,31.9,43.1,31.3,0.0,555.5,46.6,89.5,204.5,441.3,342.6,33.0,33.9,69.4,9.0,40.5
868076,train,ECGOQ,True,Nov 1995,108.0,0.0,10.0,10.0,12.0,7.0,0.0,9.0,13.0,120.0,105.0,44.0,41.0,7.0,49.0,12.0,31.0
868076,train,ECGOQ,True,Nov 1996,108.0,0.0,10.0,10.0,12.0,7.0,0.0,9.0,13.0,120.0,105.0,44.0,41.0,7.0,49.0,12.0,31.0
868076,train,ECGOQ,True,Nov 1997,163.0,0.0,24.0,24.0,58.0,52.0,0.0,17.0,30.0,221.0,212.0,109.0,49.0,18.0,105.0,58.0,50.0
868076,train,ECGOQ,True,Nov 1998,254.0,0.0,-30.0,-30.0,46.0,121.0,0.0,-30.0,-46.0,300.0,250.0,128.0,37.0,23.0,160.0,46.0,67.0
868076,train,ECGOQ,True,Nov 1999,225.0,0.0,-36.0,-36.0,33.0,121.0,0.0,-46.0,-46.0,258.0,237.0,103.0,67.0,17.0,191.0,33.0,75.0
1367396,train,SPMD,False,Dec 2002,581.0,68.0,741.0,809.0,1931.0,2750.0,131.0,8257.0,-196.0,2512.0,3834.0,1331.0,469.0,0.0,3634.0,1190.0,1078.0
1367396,train,SPMD,False,Dec 2005,581.0,68.0,741.0,809.0,1931.0,2750.0,131.0,8257.0,-196.0,2512.0,3834.0,1331.0,469.0,0.0,3634.0,1190.0,1078.0
1367396,train,SPMD,False,Dec 2006,581.0,68.0,741.0,809.0,1931.0,2750.0,131.0,8257.0,-196.0,2512.0,3834.0,1331.0,469.0,0.0,3634.0,1190.0,1078.0
1367396,train,SPMD,False,Dec 2007,581.0,68.0,741.0,809.0,1931.0,2750.0,131.0,8257.0,-196.0,2512.0,3834.0,1331.0,469.0,0.0,3634.0,1190.0,1078.0
1367396,train,SPMD,False,Dec 2008,581.0,68.0,741.0,809.0,1931.0,2750.0,131.0,8257.0,-196.0,2512.0,3834.0,1331.0,469.0,0.0,3634.0,1190.0,1078.0
868984,train,JWLR,False,Jan 2001,213.0,11.0,20.0,32.0,128.0,1.0,0.0,10.0,49.0,341.0,273.0,205.0,147.0,198.0,154.0,108.0,2.0
868984,train,JWLR,False,Jan 2002,213.0,11.0,20.0,32.0,128.0,1.0,0.0,10.0,49.0,341.0,273.0,205.0,147.0,198.0,154.0,108.0,2.0
868984,train,JWLR,False,Jan 2003,213.0,11.0,20.0,32.0,128.0,1.0,0.0,10.0,49.0,341.0,273.0,205.0,147.0,198.0,154.0,108.0,2.0
868984,train,JWLR,False,Jan 2004,218.0,12.0,-9.0,3.0,127.0,30.0,0.0,-9.0,39.0,345.0,287.0,220.0,174.0,206.0,181.0,136.0,3.0
868984,train,JWLR,False,Jan 2005,221.0,13.0,-10.0,3.0,113.0,30.0,0.0,-10.0,29.0,334.0,257.0,196.0,155.0,184.0,160.0,123.0,3.0
1749723,test,NFE,False,Dec 2016,28.0,2.0,-28.0,-26.0,-7.0,75.0,370.0,-33.0,-49.0,21.0,389.0,212.0,24.0,8.0,100.0,21.0,17.0
1749723,test,NFE,False,Dec 2017,86.0,3.0,-25.0,-22.0,11.0,69.0,370.0,-32.0,-80.0,97.0,381.0,155.0,32.0,11.0,102.0,36.0,21.0
1749723,test,NFE,False,Dec 2018,105.0,4.0,-71.0,-67.0,7.0,619.0,370.0,-78.0,-158.0,112.0,699.0,154.0,405.0,16.0,417.0,65.0,30.0
1749723,test,NFE,False,Dec 2019,210.0,9.0,-197.0,-188.0,-21.0,619.0,370.0,-34.0,-46.0,189.0,1124.0,211.0,102.0,63.0,736.0,166.0,51.0
1749723,test,NFE,False,Dec 2020,326.0,33.0,-209.0,-176.0,125.0,1240.0,9357.0,-182.0,-230.0,452.0,1908.0,762.0,191.0,23.0,1533.0,277.0,86.0
1633917,test,PYPL,False,Dec 2016,4434.0,724.0,1634.0,2358.0,6408.0,4965.0,47640.0,1401.0,2069.0,10842.0,33103.0,25733.0,16878.0,0.0,18391.0,4822.0,19925.0
1633917,test,PYPL,False,Dec 2017,5430.0,805.0,2207.0,3012.0,7664.0,4965.0,88344.0,1795.0,3823.0,13094.0,40774.0,32645.0,22863.0,0.0,24780.0,5405.0,26237.0
1633917,test,PYPL,False,Dec 2018,6855.0,776.0,2453.0,3229.0,8596.0,4965.0,98722.0,2057.0,5880.0,15451.0,43332.0,32963.0,25904.0,0.0,27946.0,6093.0,22907.0
1633917,test,PYPL,False,Dec 2019,8170.0,912.0,3113.0,4025.0,9602.0,4965.0,126883.0,2459.0,8342.0,17772.0,51333.0,38495.0,26919.0,0.0,34404.0,6812.0,26934.0
1633917,test,PYPL,False,Dec 2020,9675.0,1189.0,5274.0,6463.0,11779.0,8939.0,274410.0,4202.0,12366.0,21454.0,70379.0,50995.0,38447.0,0.0,50316.0,8351.0,36764.0
933730,train,MVL,False,Dec 2004,51.0,6.0,175.0,181.0,340.0,26.0,0.0,103.0,170.0,391.0,574.0,140.0,150.0,9.0,213.0,169.0,59.0
933730,train,MVL,False,Dec 2005,51.0,6.0,175.0,181.0,340.0,26.0,0.0,103.0,170.0,391.0,574.0,140.0,150.0,9.0,213.0,169.0,59.0
933730,train,MVL,False,Dec 2006,104.0,19.0,114.0,133.0,248.0,50.0,0.0,59.0,228.0,352.0,624.0,194.0,253.0,10.0,369.0,136.0,59.0
933730,train,MVL,False,Dec 2007,61.0,11.0,277.0,288.0,425.0,247.0,0.0,140.0,350.0,486.0,817.0,148.0,256.0,11.0,636.0,150.0,40.0
933730,train,MVL,False,Dec 2008,192.0,137.0,373.0,510.0,485.0,8.0,0.0,206.0,555.0,676.0,938.0,379.0,405.0,11.0,541.0,117.0,147.0
1405495,train,IDCC,False,Dec 2016,103.4,52.8,443.4,496.1,562.5,272.0,3133.1,309.0,1120.8,665.9,1727.9,1221.1,425.5,0.0,973.5,125.2,228.5
1405495,train,IDCC,False,Dec 2017,102.7,57.1,310.2,367.3,430.3,285.1,2636.5,176.2,1249.1,532.9,1854.4,1395.8,376.4,0.0,981.3,128.8,216.3
1405495,train,IDCC,False,Dec 2018,124.1,66.1,68.0,134.1,183.3,317.4,2227.3,65.0,1436.0,307.4,1626.6,1024.3,179.4,0.0,688.5,120.7,35.0
1405495,train,IDCC,False,Dec 2019,154.9,77.1,66.9,144.0,164.0,350.6,1672.9,20.9,1412.8,318.9,1612.1,1016.3,305.6,0.0,825.8,126.1,66.3
1405495,train,IDCC,False,Dec 2020,170.2,81.0,72.1,153.1,188.8,368.0,1869.9,44.8,1414.0,359.0,1616.3,1002.5,295.8,0.0,819.7,133.6,61.3
712770,train,OLP,False,Dec 2016,9.24,17.45,41.74,59.9,61.35,394.9,442.11,24.42,11.5,70.59,733.45,38.75,27.34,1.27,441.52,29.06,13.8
712770,train,OLP,False,Dec 2017,11.04,20.1,41.86,62.85,64.87,393.16,473.32,24.15,3.26,75.92,742.59,34.96,33.38,1.27,444.08,32.75,14.13
712770,train,OLP,False,Dec 2018,11.6,22.31,39.43,63.58,67.53,418.8,453.79,20.66,-10.73,79.13,780.91,38.05,49.51,1.27,482.32,36.46,13.72
712770,train,OLP,False,Dec 2019,14.07,21.11,38.38,60.4,70.66,435.84,523.43,18.01,-28.38,84.74,774.63,36.97,34.38,1.27,482.64,34.82,15.04
712770,train,OLP,False,Dec 2020,13.63,22.18,46.73,69.69,68.27,429.7,398.95,27.41,-37.54,81.9,776.14,48.81,43.28,1.27,484.18,36.95,15.44
1585583,test,TACO,False,Dec 2016,347.0,22.5,42.6,65.7,105.1,173.7,552.8,20.9,17.0,452.1,727.2,19.9,54.7,2.7,349.8,61.1,4.1
1585583,test,TACO,False,Dec 2017,365.8,22.6,41.2,64.6,105.6,170.6,465.8,49.9,66.9,471.5,742.3,19.9,55.4,2.7,326.1,63.1,3.8
1585583,test,TACO,False,Dec 2018,381.7,25.0,34.7,60.5,123.8,178.7,372.7,19.0,85.1,505.5,759.0,33.0,55.7,2.9,336.7,84.5,3.2
1585583,test,TACO,False,Dec 2019,396.6,47.2,-106.7,-59.5,116.3,143.7,293.1,-118.3,-31.2,513.0,862.5,18.8,72.1,3.1,560.4,85.5,3.6
1585583,test,TACO,False,Dec 2020,382.8,48.6,-87.0,-38.4,109.1,114.0,333.7,-89.7,-121.0,491.9,747.3,19.7,86.7,2.8,534.6,86.2,5.5
1141103,train,CCRN,False,Dec 2016,612.0,9.0,11.0,20.0,222.0,85.0,505.0,8.0,-104.0,834.0,388.0,206.0,97.0,0.0,237.0,189.0,177.0
1141103,train,CCRN,False,Dec 2017,636.0,10.0,9.0,19.0,229.0,92.0,457.0,38.0,-67.0,865.0,468.0,209.0,95.0,0.0,230.0,198.0,177.0
1141103,train,CCRN,False,Dec 2018,607.0,12.0,-13.0,-1.0,210.0,78.0,261.0,-17.0,-84.0,816.0,427.0,195.0,85.0,0.0,209.0,192.0,170.0
1141103,train,CCRN,False,Dec 2019,618.0,14.0,-19.0,-5.0,204.0,71.0,417.0,-58.0,-142.0,822.0,382.0,183.0,85.0,0.0,219.0,196.0,175.0
1141103,train,CCRN,False,Dec 2020,634.0,13.0,-9.0,3.0,203.0,56.0,321.0,-13.0,-155.0,836.0,357.0,183.0,93.0,0.0,202.0,186.0,175.0
1041803,train,PSMT,False,Aug 2017,2520.0,46.0,140.0,186.0,477.0,88.0,2470.0,91.0,420.0,2997.0,1178.0,510.0,363.0,311.0,469.0,339.0,6.0
1041803,train,PSMT,False,Aug 2018,2657.0,53.0,128.0,180.0,510.0,88.0,2645.0,74.0,474.0,3167.0,1216.0,488.0,349.0,321.0,458.0,381.0,9.0
1041803,train,PSMT,False,Aug 2019,2696.0,55.0,115.0,170.0,528.0,64.0,1845.0,73.0,526.0,3224.0,1296.0,492.0,407.0,331.0,498.0,412.0,10.0
1041803,train,PSMT,False,Aug 2020,2775.0,61.0,124.0,185.0,554.0,113.0,2017.0,78.0,582.0,3329.0,1657.0,699.0,568.0,310.0,824.0,431.0,13.0
1041803,train,PSMT,False,Aug 2021,2975.0,65.0,154.0,219.0,645.0,110.0,2602.0,98.0,659.0,3620.0,1706.0,697.0,534.0,390.0,790.0,485.0,12.0
1134203,train,TLEO,False,Dec 2007,58.0,16.0,-7.0,10.0,111.0,0.0,0.0,-8.0,-76.0,168.0,283.0,116.0,97.0,0.0,111.0,119.0,55.0
1134203,train,TLEO,False,Dec 2008,58.0,16.0,-7.0,10.0,111.0,0.0,0.0,-8.0,-76.0,168.0,283.0,116.0,97.0,0.0,111.0,119.0,55.0
1134203,train,TLEO,False,Dec 2009,66.0,27.0,0.0,28.0,132.0,0.0,0.0,1.0,-77.0,198.0,456.0,304.0,102.0,0.0,119.0,134.0,49.0
1134203,train,TLEO,False,Dec 2010,78.0,29.0,-5.0,24.0,159.0,0.0,0.0,0.0,-77.0,237.0,524.0,224.0,136.0,0.0,155.0,165.0,64.0
1134203,train,TLEO,False,Dec 2011,103.0,35.0,-19.0,-20.0,206.0,0.0,0.0,-17.0,-94.0,309.0,575.0,232.0,176.0,0.0,195.0,226.0,94.0
1222840,train,RPAI,False,Dec 2016,167.7,224.4,276.5,501.0,415.5,1911.9,3629.7,166.8,-2776.0,583.1,4453.0,162.9,208.3,0.0,2300.9,269.0,78.9
1222840,train,RPAI,False,Dec 2017,167.3,203.9,397.6,601.4,370.8,1530.1,2946.5,251.5,-2690.0,538.1,3918.3,100.5,335.0,0.0,2032.6,244.6,71.7
1222840,train,RPAI,False,Dec 2018,148.6,176.0,151.4,327.4,333.9,1349.0,2313.0,77.6,-2756.8,482.5,3647.5,93.1,391.3,0.0,1900.5,218.3,78.4
1222840,train,RPAI,False,Dec 2019,141.6,194.6,109.0,303.5,340.0,1606.9,2862.2,32.4,-2865.9,481.7,3586.4,83.8,132.3,0.0,1950.3,235.1,73.8
1222840,train,RPAI,False,Dec 2020,136.9,166.0,93.1,259.0,293.1,1745.1,1833.3,14.6,-2910.4,430.0,3637.2,115.8,91.5,0.0,2055.1,204.7,74.0
1034670,train,ALV,False,Dec 2016,6294.0,383.0,846.0,1229.0,1628.0,1324.0,7191.0,567.0,3862.0,7922.0,8234.0,4141.0,2598.0,773.0,4308.0,797.0,1996.0
1034670,train,ALV,False,Dec 2017,6457.0,426.0,854.0,1279.0,1680.0,1311.0,7964.0,427.0,4079.0,8137.0,8550.0,4205.0,2655.0,704.0,4381.0,820.0,1738.0
1034670,train,ALV,False,Dec 2018,6967.0,397.0,679.0,1076.0,1711.0,1609.0,6117.0,190.0,2042.0,8678.0,6722.0,3285.0,2866.0,758.0,4825.0,1025.0,1701.0
