cik,subset,ticker,label,Fiscal Period,Cost of Goods Sold,"Depreciation, Depletion and Amortization",EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
1035675,train,NST,False,Dec 2009,1558.0,370.0,546.0,916.0,1492.0,2181.0,0.0,255.0,967.0,3050.0,8145.0,1191.0,1729.0,59.0,6186.0,976.0,444.0
1035675,train,NST,False,Dec 2010,1375.0,312.0,558.0,870.0,1542.0,2301.0,0.0,355.0,1055.0,2917.0,7934.0,997.0,1077.0,51.0,5913.0,1007.0,457.0
1035675,train,NST,False,Dec 2011,1297.0,303.0,567.0,870.0,1633.0,1801.0,0.0,271.0,1163.0,2930.0,8065.0,765.0,1350.0,68.0,5941.0,1086.0,324.0
1552451,test,MYOK,False,Dec 2015,0.0,1.0,-23.0,-22.0,14.0,0.0,397.0,-23.0,-65.0,14.0,117.0,114.0,22.0,0.0,23.0,37.0,45.0
1552451,test,MYOK,False,Dec 2016,0.0,1.0,-11.0,-9.0,42.0,0.0,407.0,-10.0,-78.0,42.0,201.0,186.0,33.0,0.0,56.0,53.0,45.0
1552451,test,MYOK,False,Dec 2017,0.0,1.0,-59.0,-57.0,11.0,0.0,1508.0,-57.0,-135.0,11.0,283.0,259.0,52.0,0.0,52.0,70.0,1.0
1552451,test,MYOK,False,Dec 2018,0.0,2.0,-74.0,-72.0,34.0,0.0,1969.0,-68.0,-203.0,34.0,407.0,319.0,37.0,0.0,37.0,107.0,1.0
1552451,test,MYOK,False,Dec 2019,0.0,2.0,-208.0,-206.0,34.0,0.0,3381.0,-276.0,-479.0,34.0,456.0,424.0,48.0,0.0,50.0,208.0,1.0
27419,train,TGT,False,Jan 2017,49145.0,2318.0,4952.0,7270.0,21126.0,11031.0,35861.0,2734.0,5884.0,70271.0,37431.0,11990.0,12707.0,8309.0,26478.0,16262.0,749.0
27419,train,TGT,False,Jan 2018,51125.0,2476.0,4283.0,6759.0,21589.0,11117.0,40745.0,2914.0,6495.0,72714.0,40303.0,12540.0,13052.0,8597.0,28652.0,17365.0,929.0
27419,train,TGT,False,Jan 2019,53299.0,2474.0,4137.0,6611.0,22057.0,10223.0,37797.0,2937.0,6017.0,75356.0,41290.0,12519.0,15014.0,9497.0,29993.0,17947.0,1100.0
27419,train,TGT,False,Jan 2020,54864.0,2604.0,4667.0,7271.0,23248.0,11338.0,55835.0,3281.0,6433.0,78112.0,42779.0,12902.0,14487.0,8992.0,30946.0,18590.0,962.0
27419,train,TGT,False,Jan 2021,66177.0,2485.0,6523.0,9008.0,27384.0,11536.0,90744.0,4368.0,8825.0,93561.0,51248.0,20756.0,20125.0,10653.0,36808.0,20845.0,1135.0
1048911,train,FDX,False,May 2017,47001.0,2995.0,5091.0,8086.0,13318.0,14909.0,51999.0,2997.0,20833.0,60319.0,48552.0,12628.0,7918.0,514.0,32479.0,8752.0,7599.0
1048911,train,FDX,False,May 2018,51348.0,3095.0,4911.0,8006.0,14102.0,15243.0,66247.0,4572.0,24823.0,65450.0,52330.0,13341.0,9627.0,525.0,32914.0,9450.0,8481.0
1048911,train,FDX,False,May 2019,54866.0,3353.0,1243.0,4596.0,14827.0,16617.0,40238.0,540.0,24648.0,69693.0,54403.0,13086.0,9013.0,553.0,36646.0,10041.0,9116.0
1048911,train,FDX,False,May 2020,55873.0,3615.0,2341.0,5956.0,13344.0,21518.0,34201.0,1286.0,25216.0,69217.0,73537.0,16383.0,10344.0,572.0,55242.0,10492.0,10102.0
1048911,train,FDX,False,May 2021,66005.0,3793.0,7467.0,11260.0,17954.0,20304.0,84164.0,5231.0,29817.0,83959.0,82777.0,20580.0,13660.0,587.0,58609.0,11981.0,12069.0
1621434,test,BSM,False,Dec 2016,156.7,102.5,27.7,130.2,140.6,316.0,3584.8,20.2,0.0,297.3,1128.8,79.0,71.3,0.0,403.2,74.7,68.2
1621434,test,BSM,False,Dec 2017,179.3,114.5,172.8,287.4,223.5,388.0,3567.3,157.2,0.0,402.8,1576.5,87.6,59.7,0.0,485.9,79.2,80.7
1621434,test,BSM,False,Dec 2018,205.4,122.7,316.3,439.0,389.3,410.0,3168.6,295.5,0.0,594.7,1750.1,157.5,64.8,0.0,547.5,85.8,113.1
1621434,test,BSM,False,Dec 2019,187.8,109.6,235.8,345.4,305.0,394.0,2619.8,214.4,0.0,492.8,1545.2,102.3,29.8,0.0,448.4,64.9,78.2
1621434,test,BSM,False,Dec 2020,139.5,82.0,132.2,214.2,157.1,121.0,1381.1,121.8,0.0,296.6,1244.0,66.5,39.9,0.0,185.0,44.1,61.9
1114714,train,KNXA,False,Dec 2007,62.0,12.0,-144.0,-132.0,142.0,0.0,182.0,-105.0,-111.0,204.0,218.0,75.0,60.0,0.0,62.0,286.0,41.0
1114714,train,KNXA,False,Dec 2008,62.0,12.0,-144.0,-132.0,142.0,0.0,182.0,-105.0,-111.0,204.0,218.0,75.0,60.0,0.0,62.0,286.0,41.0
1114714,train,KNXA,False,Dec 2009,53.0,14.0,-29.0,-15.0,104.0,55.0,294.0,-31.0,-142.0,158.0,202.0,109.0,68.0,0.0,72.0,133.0,33.0
1114714,train,KNXA,False,Dec 2010,68.0,20.0,0.0,19.0,128.0,55.0,493.0,-4.0,-145.0,196.0,307.0,119.0,112.0,0.0,174.0,128.0,51.0
1114714,train,KNXA,False,Dec 2011,112.0,32.0,2.0,34.0,171.0,25.0,681.0,-4.0,-149.0,283.0,406.0,191.0,131.0,0.0,175.0,169.0,56.0
836157,train,LNN,False,Aug 2017,373.0,16.7,40.5,57.1,145.0,116.8,926.0,23.2,477.6,518.0,506.0,292.9,92.0,86.2,236.0,104.4,73.8
836157,train,LNN,False,Aug 2018,396.2,16.5,38.5,55.1,151.5,116.1,1030.3,20.3,484.9,547.7,499.8,331.1,80.1,79.2,222.9,112.5,69.1
836157,train,LNN,False,Aug 2019,329.5,14.0,6.9,20.9,114.6,115.8,952.1,2.2,474.7,444.1,500.3,313.5,82.1,92.3,232.1,108.5,75.6
836157,train,LNN,False,Aug 2020,322.1,19.4,53.6,73.0,152.5,115.7,1082.7,38.6,499.7,474.7,570.5,347.9,102.4,104.8,272.0,98.3,84.6
836157,train,LNN,False,Aug 2021,417.4,19.2,55.1,74.3,150.2,115.5,1797.1,42.6,528.1,567.6,637.2,416.1,138.2,145.2,298.7,96.1,93.6
1204560,train,MPG,False,Dec 2008,157.0,179.0,-391.0,-212.0,267.0,4249.0,73.0,-761.0,-1420.0,424.0,3668.0,435.0,198.0,0.0,4628.0,658.0,9.0
1204560,train,MPG,False,Dec 2009,157.0,179.0,-391.0,-212.0,267.0,4249.0,73.0,-761.0,-1420.0,424.0,3668.0,435.0,198.0,0.0,4628.0,658.0,9.0
1204560,train,MPG,False,Dec 2010,152.0,135.0,-342.0,-207.0,255.0,3576.0,134.0,-172.0,-1594.0,407.0,2771.0,349.0,196.0,0.0,3942.0,596.0,8.0
1204560,train,MPG,False,Dec 2011,84.0,108.0,-58.0,50.0,151.0,3046.0,99.0,89.0,-1505.0,235.0,2282.0,324.0,140.0,0.0,3322.0,209.0,5.0
1204560,train,MPG,False,Dec 2012,84.0,83.0,-58.0,25.0,147.0,1950.0,166.0,384.0,-1122.0,231.0,1467.0,290.0,30.0,0.0,1992.0,205.0,1.0
350077,train,WMS,False,Jun 2009,276.0,89.0,168.0,257.0,489.0,60.0,2371.0,113.0,409.0,765.0,1007.0,555.0,141.0,58.0,173.0,322.0,275.0
350077,train,WMS,False,Jun 2010,276.0,89.0,168.0,257.0,489.0,60.0,2371.0,113.0,409.0,765.0,1007.0,555.0,141.0,58.0,173.0,322.0,275.0
350077,train,WMS,False,Jun 2011,313.0,93.0,110.0,203.0,471.0,60.0,1812.0,81.0,490.0,783.0,1046.0,498.0,152.0,67.0,190.0,360.0,285.0
350077,train,WMS,False,Jun 2012,261.0,107.0,87.0,194.0,429.0,60.0,1113.0,64.0,555.0,690.0,1154.0,452.0,171.0,53.0,277.0,342.0,283.0
350077,train,WMS,False,Jun 2013,248.0,137.0,45.0,182.0,450.0,85.0,1400.0,35.0,590.0,697.0,1225.0,502.0,166.0,62.0,296.0,405.0,317.0
1371285,train,TRUP,False,Dec 2016,155.0,4.0,-7.0,-3.0,33.0,5.0,458.0,-7.0,-81.0,188.0,82.0,65.0,30.0,0.0,38.0,40.0,10.0
1371285,train,TRUP,False,Dec 2017,200.0,4.0,-1.0,3.0,43.0,9.0,882.0,-2.0,-83.0,243.0,106.0,87.0,46.0,0.0,57.0,46.0,20.0
1371285,train,TRUP,False,Dec 2018,253.0,5.0,0.0,5.0,51.0,13.0,866.0,-1.0,-84.0,304.0,208.0,118.0,63.0,0.0,78.0,52.0,32.0
1371285,train,TRUP,False,Dec 2019,319.0,6.0,0.0,5.0,65.0,26.0,1309.0,-2.0,-86.0,384.0,257.0,159.0,92.0,0.0,120.0,66.0,54.0
1371285,train,TRUP,False,Dec 2020,420.0,7.0,-4.0,3.0,82.0,68.0,4723.0,-6.0,-91.0,502.0,498.0,337.0,150.0,0.0,158.0,87.0,99.0
851968,train,MHK,False,Dec 2016,6146.0,409.0,1282.0,1691.0,2813.0,1129.0,14810.0,930.0,5033.0,8959.0,10231.0,3472.0,2718.0,1676.0,4447.0,1533.0,1376.0
851968,train,MHK,False,Dec 2017,6495.0,447.0,1349.0,1796.0,2996.0,1560.0,20533.0,972.0,6005.0,9491.0,12095.0,4073.0,2655.0,1949.0,5028.0,1642.0,1558.0
851968,train,MHK,False,Dec 2018,7146.0,522.0,1088.0,1610.0,2838.0,1516.0,8457.0,858.0,6588.0,9984.0,13099.0,4509.0,3266.0,2288.0,5659.0,1743.0,1606.0
851968,train,MHK,False,Dec 2019,7295.0,576.0,791.0,1367.0,2676.0,1518.0,9769.0,744.0,7232.0,9971.0,13387.0,4429.0,2713.0,2282.0,5260.0,1849.0,1527.0
851968,train,MHK,False,Dec 2020,7122.0,608.0,637.0,1244.0,2431.0,2357.0,9906.0,516.0,7559.0,9552.0,14328.0,5364.0,2371.0,1913.0,5787.0,1795.0,1709.0
1296435,train,NP,False,Dec 2016,724.0,32.0,114.0,146.0,217.0,220.0,1429.0,73.0,170.0,942.0,766.0,236.0,108.0,116.0,427.0,91.0,97.0
1296435,train,NP,False,Dec 2017,780.0,33.0,104.0,138.0,200.0,254.0,1529.0,80.0,236.0,980.0,904.0,285.0,125.0,144.0,505.0,96.0,119.0
1296435,train,NP,False,Dec 2018,852.0,36.0,54.0,90.0,183.0,237.0,993.0,36.0,243.0,1035.0,861.0,278.0,121.0,132.0,471.0,98.0,118.0
1296435,train,NP,False,Dec 2019,755.0,39.0,78.0,117.0,183.0,198.0,1186.0,55.0,268.0,939.0,828.0,253.0,100.0,123.0,422.0,100.0,105.0
1296435,train,NP,False,Dec 2020,639.0,37.0,-6.0,31.0,153.0,190.0,931.0,-16.0,220.0,793.0,807.0,271.0,116.0,109.0,439.0,90.0,108.0
1062047,train,CVG,False,Dec 2013,1335.0,91.0,143.0,233.0,711.0,126.0,2122.0,61.0,1615.0,2046.0,1957.0,1060.0,293.0,0.0,733.0,564.0,320.0
1062047,train,CVG,False,Dec 2014,1815.0,168.0,149.0,316.0,1041.0,433.0,2025.0,120.0,1708.0,2856.0,2416.0,784.0,368.0,0.0,1189.0,852.0,511.0
1062047,train,CVG,False,Dec 2015,1872.0,169.0,195.0,364.0,1079.0,399.0,2409.0,169.0,1846.0,2951.0,2357.0,823.0,338.0,0.0,1080.0,856.0,536.0
1062047,train,CVG,False,Dec 2016,1843.0,150.0,204.0,354.0,1071.0,358.0,2326.0,143.0,1955.0,2914.0,2372.0,785.0,348.0,0.0,1056.0,846.0,555.0
1062047,train,CVG,False,Dec 2017,1735.0,134.0,198.0,332.0,1057.0,327.0,2157.0,121.0,1458.0,2792.0,2415.0,858.0,323.0,0.0,1037.0,833.0,567.0
41133,train,GRB,False,Apr 2007,453.0,10.0,25.0,34.0,187.0,42.0,0.0,15.0,95.0,640.0,379.0,225.0,119.0,77.0,209.0,162.0,121.0
41133,train,GRB,False,Apr 2008,453.0,10.0,25.0,34.0,187.0,42.0,0.0,15.0,95.0,640.0,379.0,225.0,119.0,77.0,209.0,162.0,121.0
41133,train,GRB,False,Apr 2009,398.0,10.0,2.0,12.0,154.0,74.0,0.0,2.0,98.0,553.0,359.0,184.0,91.0,72.0,211.0,148.0,88.0
41133,train,GRB,False,Apr 2010,324.0,9.0,6.0,15.0,135.0,45.0,0.0,-1.0,96.0,458.0,352.0,167.0,90.0,60.0,194.0,127.0,81.0
41133,train,GRB,False,Apr 2011,320.0,8.0,-5.0,3.0,143.0,21.0,0.0,-24.0,73.0,463.0,333.0,167.0,99.0,55.0,185.0,147.0,78.0
923473,train,PHHMQ,True,Mar 2006,503.0,9.0,-2.0,7.0,158.0,269.0,0.0,-12.0,213.0,661.0,675.0,537.0,156.0,139.0,425.0,160.0,262.0
923473,train,PHHMQ,True,Mar 2007,503.0,9.0,-2.0,7.0,158.0,269.0,0.0,-12.0,213.0,661.0,675.0,537.0,156.0,139.0,425.0,160.0,262.0
923473,train,PHHMQ,True,Mar 2008,421.0,8.0,-92.0,-84.0,134.0,240.0,0.0,-124.0,89.0,555.0,565.0,516.0,198.0,123.0,439.0,229.0,299.0
923473,train,PHHMQ,True,Mar 2009,312.0,6.0,-11.0,-5.0,97.0,194.0,0.0,-26.0,63.0,409.0,412.0,376.0,118.0,97.0,312.0,120.0,215.0
923473,train,PHHMQ,True,Mar 2010,235.0,6.0,-34.0,-28.0,64.0,191.0,0.0,-51.0,3.0,298.0,358.0,331.0,103.0,60.0,298.0,100.0,195.0
1433642,train,HLNE,False,Mar 2017,72.1,1.9,89.3,91.2,107.7,84.3,355.4,0.6,0.6,179.8,240.6,52.2,14.5,0.0,154.0,31.6,15.4
1433642,train,HLNE,False,Mar 2018,82.9,1.9,145.6,147.5,161.2,84.2,861.5,17.3,4.5,244.0,293.8,69.8,51.6,0.0,157.7,38.2,18.2
1433642,train,HLNE,False,Mar 2019,99.0,3.0,132.6,135.6,153.2,71.0,1192.7,33.6,17.7,252.2,360.6,79.3,95.0,0.0,190.9,49.0,22.9
1433642,train,HLNE,False,Mar 2020,85.8,3.3,143.6,146.9,188.3,74.5,1650.6,60.8,47.1,274.0,473.5,93.2,114.8,0.0,236.1,71.9,33.0
1433642,train,HLNE,False,Mar 2021,116.4,4.1,195.7,199.8,225.3,163.2,3213.9,98.0,87.5,341.6,1136.5,404.2,225.0,0.0,546.3,69.5,31.7
9534,train,BDG.A,False,Dec 2002,508.0,26.0,86.0,113.0,308.0,0.0,0.0,60.0,477.0,816.0,661.0,466.0,148.0,63.0,183.0,234.0,157.0
9534,train,BDG.A,False,Dec 2003,508.0,26.0,86.0,113.0,308.0,0.0,0.0,60.0,477.0,816.0,661.0,466.0,148.0,63.0,183.0,234.0,157.0
9534,train,BDG.A,False,Dec 2004,536.0,27.0,87.0,114.0,318.0,0.0,0.0,67.0,513.0,854.0,731.0,486.0,159.0,70.0,194.0,236.0,158.0
9534,train,BDG.A,False,Dec 2005,598.0,26.0,75.0,102.0,323.0,0.0,0.0,49.0,529.0,921.0,755.0,476.0,164.0,85.0,190.0,255.0,174.0
9534,train,BDG.A,False,Dec 2006,662.0,27.0,58.0,85.0,322.0,0.0,0.0,20.0,516.0,984.0,753.0,427.0,147.0,85.0,174.0,273.0,163.0
1035096,train,WEBM,False,Mar 2002,57.0,10.0,-27.0,-18.0,138.0,0.0,0.0,-28.0,-316.0,195.0,284.0,173.0,77.0,0.0,82.0,167.0,47.0
1035096,train,WEBM,False,Mar 2003,57.0,10.0,-27.0,-18.0,138.0,0.0,0.0,-28.0,-316.0,195.0,284.0,173.0,77.0,0.0,82.0,167.0,47.0
1035096,train,WEBM,False,Mar 2004,57.0,10.0,-27.0,-18.0,138.0,0.0,0.0,-28.0,-316.0,195.0,284.0,173.0,77.0,0.0,82.0,167.0,47.0
1035096,train,WEBM,False,Mar 2005,61.0,9.0,-18.0,-10.0,140.0,0.0,0.0,-19.0,-340.0,201.0,275.0,189.0,81.0,0.0,91.0,160.0,47.0
1035096,train,WEBM,False,Mar 2006,59.0,7.0,17.0,24.0,150.0,0.0,0.0,18.0,-322.0,209.0,303.0,234.0,90.0,0.0,96.0,139.0,64.0
1071255,train,GDEN,False,Dec 2016,283.0,28.0,18.0,46.0,117.0,168.0,269.0,16.0,-81.0,400.0,419.0,70.0,38.0,3.0,210.0,100.0,9.0
1071255,train,GDEN,False,Dec 2017,339.0,41.0,14.0,55.0,168.0,963.0,862.0,2.0,-80.0,507.0,1365.0,133.0,79.0,6.0,1045.0,146.0,15.0
1071255,train,GDEN,False,Dec 2018,499.0,94.0,53.0,147.0,353.0,961.0,429.0,-21.0,-120.0,852.0,1367.0,157.0,83.0,7.0,1051.0,294.0,13.0
1071255,train,GDEN,False,Dec 2019,557.0,117.0,33.0,149.0,416.0,1130.0,536.0,-40.0,-172.0,973.0,1741.0,160.0,133.0,8.0,1451.0,367.0,16.0
1071255,train,GDEN,False,Dec 2020,407.0,124.0,-67.0,57.0,287.0,1127.0,560.0,-137.0,-310.0,694.0,1571.0,141.0,119.0,6.0,1410.0,319.0,14.0
85974,train,RYL,False,Dec 2010,727.0,11.0,-14.0,-3.0,163.0,824.0,700.0,-51.0,405.0,890.0,1579.0,1394.0,265.0,795.0,1061.0,198.0,35.0
85974,train,RYL,False,Dec 2011,727.0,11.0,-14.0,-3.0,163.0,824.0,700.0,-51.0,405.0,890.0,1579.0,1394.0,265.0,795.0,1061.0,198.0,35.0
85974,train,RYL,False,Dec 2012,1052.0,15.0,60.0,75.0,257.0,1134.0,1649.0,40.0,459.0,1308.0,1934.0,1692.0,272.0,1077.0,1386.0,190.0,35.0
85974,train,RYL,False,Dec 2013,1686.0,21.0,204.0,225.0,455.0,1397.0,2007.0,379.0,863.0,2141.0,2780.0,2281.0,459.0,1650.0,1841.0,255.0,35.0
85974,train,RYL,False,Dec 2014,2046.0,23.0,284.0,307.0,570.0,1403.0,1785.0,176.0,1039.0,2615.0,3052.0,2626.0,550.0,2046.0,1939.0,289.0,35.0
1468516,val,AOL,False,Dec 2010,1584.0,253.0,46.0,299.0,618.0,307.0,1424.0,13.0,-790.0,2202.0,2825.0,810.0,515.0,0.0,652.0,572.0,312.0
1468516,val,AOL,False,Dec 2011,1584.0,253.0,46.0,299.0,618.0,307.0,1424.0,13.0,-790.0,2202.0,2825.0,810.0,515.0,0.0,652.0,572.0,312.0
1468516,val,AOL,False,Dec 2012,1587.0,177.0,143.0,320.0,605.0,307.0,2268.0,1048.0,-188.0,2192.0,2797.0,888.0,510.0,0.0,660.0,462.0,352.0
1468516,val,AOL,False,Dec 2013,1706.0,174.0,190.0,364.0,614.0,307.0,3692.0,92.0,-94.0,2320.0,2983.0,763.0,548.0,0.0,715.0,423.0,491.0
1468516,val,AOL,False,Dec 2014,1921.0,200.0,212.0,412.0,607.0,307.0,3597.0,126.0,32.0,2527.0,3457.0,1102.0,563.0,0.0,1066.0,401.0,555.0
1271625,train,DLLR,False,Jun 2009,0.0,25.0,85.0,110.0,611.0,725.0,482.0,-5.0,-115.0,611.0,1215.0,481.0,147.0,0.0,996.0,365.0,163.0
1271625,train,DLLR,False,Jun 2010,0.0,25.0,85.0,110.0,611.0,725.0,482.0,-5.0,-115.0,611.0,1215.0,481.0,147.0,0.0,996.0,365.0,163.0
1271625,train,DLLR,False,Jun 2011,0.0,36.0,193.0,229.0,788.0,840.0,947.0,66.0,-50.0,788.0,1663.0,571.0,269.0,0.0,1237.0,481.0,343.0
1271625,train,DLLR,False,Jun 2012,0.0,81.0,198.0,280.0,1062.0,982.0,797.0,52.0,-1.0,1062.0,1767.0,678.0,198.0,0.0,1307.0,674.0,404.0
1271625,train,DLLR,False,Jun 2013,0.0,57.0,171.0,228.0,1122.0,975.0,554.0,-1.0,-1.0,1122.0,1722.0,664.0,231.0,0.0,1291.0,788.0,406.0
1130258,train,APKT,False,Dec 2008,27.0,5.0,19.0,24.0,114.0,0.0,677.0,17.0,49.0,141.0,247.0,168.0,45.0,4.0,47.0,95.0,26.0
1130258,train,APKT,False,Dec 2009,27.0,5.0,19.0,24.0,114.0,0.0,677.0,17.0,49.0,141.0,247.0,168.0,45.0,4.0,47.0,95.0,26.0
1130258,train,APKT,False,Dec 2010,41.0,8.0,66.0,74.0,190.0,0.0,3610.0,43.0,92.0,231.0,380.0,333.0,54.0,7.0,60.0,124.0,45.0
1130258,train,APKT,False,Dec 2011,54.0,10.0,74.0,84.0,253.0,0.0,2192.0,44.0,136.0,307.0,514.0,437.0,45.0,10.0,52.0,179.0,64.0
1130258,train,APKT,False,Dec 2012,55.0,15.0,-6.0,8.0,220.0,0.0,1506.0,-5.0,131.0,274.0,579.0,445.0,55.0,11.0,71.0,226.0,59.0
1111247,train,RNOW,False,Dec 2006,40.0,7.0,-18.0,-11.0,72.0,0.0,0.0,-19.0,-57.0,112.0,174.0,143.0,98.0,0.0,136.0,94.0,41.0
1111247,train,RNOW,False,Dec 2007,40.0,7.0,-18.0,-11.0,72.0,0.0,0.0,-19.0,-57.0,112.0,174.0,143.0,98.0,0.0,136.0,94.0,41.0
1111247,train,RNOW,False,Dec 2008,51.0,8.0,-7.0,1.0,90.0,0.0,0.0,-7.0,-64.0,140.0,162.0,134.0,100.0,0.0,135.0,100.0,40.0
1111247,train,RNOW,False,Dec 2009,48.0,7.0,6.0,14.0,105.0,175.0,0.0,6.0,-58.0,153.0,164.0,138.0,97.0,0.0,124.0,101.0,32.0
1111247,train,RNOW,False,Dec 2010,55.0,8.0,13.0,21.0,130.0,175.0,0.0,28.0,-30.0,186.0,379.0,328.0,121.0,0.0,299.0,118.0,37.0
1710155,test,EYE,False,Dec 2016,545.0,53.0,64.0,117.0,651.0,736.0,3032.0,13.0,-9.0,1196.0,1531.0,147.0,200.0,87.0,1129.0,580.0,34.0
1710155,test,EYE,False,Dec 2017,637.0,62.0,60.0,122.0,738.0,552.0,3032.0,43.0,32.0,1375.0,1582.0,162.0,211.0,91.0,927.0,663.0,43.0
1710155,test,EYE,False,Dec 2018,714.0,74.0,42.0,116.0,823.0,549.0,2202.0,24.0,75.0,1537.0,1661.0,215.0,212.0,116.0,918.0,763.0,51.0
1710155,test,EYE,False,Dec 2019,807.0,87.0,64.0,151.0,918.0,526.0,2584.0,33.0,107.0,1724.0,2033.0,235.0,273.0,128.0,1256.0,835.0,44.0
1710155,test,EYE,False,Dec 2020,787.0,92.0,87.0,179.0,925.0,625.0,3679.0,36.0,143.0,1712.0,2333.0,567.0,329.0,111.0,1427.0,816.0,58.0
919869,train,CRNS,False,Dec 2002,26.0,18.0,7.0,25.0,101.0,0.0,0.0,4.0,0.0,126.0,238.0,35.0,49.0,0.0,176.0,94.0,26.0
919869,train,CRNS,False,Dec 2003,26.0,18.0,7.0,25.0,101.0,0.0,0.0,4.0,0.0,126.0,238.0,35.0,49.0,0.0,176.0,94.0,26.0
919869,train,CRNS,False,Dec 2004,21.0,18.0,12.0,30.0,120.0,0.0,0.0,9.0,8.0,141.0,272.0,46.0,64.0,0.0,201.0,108.0,29.0
919869,train,CRNS,False,Dec 2005,18.0,15.0,11.0,26.0,130.0,0.0,0.0,8.0,16.0,148.0,272.0,48.0,96.0,0.0,194.0,120.0,32.0
919869,train,CRNS,False,Dec 2006,17.0,12.0,12.0,23.0,135.0,0.0,0.0,9.0,26.0,152.0,263.0,42.0,71.0,0.0,178.0,124.0,34.0
1103013,train,PECS,False,Dec 2000,60.0,2.0,19.0,21.0,49.0,0.0,0.0,13.0,35.0,109.0,142.0,102.0,18.0,0.0,23.0,30.0,36.0
1103013,train,PECS,False,Dec 2001,60.0,2.0,19.0,21.0,49.0,0.0,0.0,13.0,35.0,109.0,142.0,102.0,18.0,0.0,23.0,30.0,36.0
1103013,train,PECS,False,Dec 2002,107.0,2.0,35.0,37.0,75.0,0.0,0.0,22.0,56.0,182.0,192.0,113.0,20.0,0.0,45.0,40.0,53.0
1103013,train,PECS,False,Dec 2003,102.0,3.0,30.0,33.0,70.0,0.0,0.0,17.0,73.0,172.0,210.0,122.0,16.0,0.0,42.0,42.0,48.0
1103013,train,PECS,False,Dec 2004,127.0,4.0,29.0,34.0,76.0,0.0,0.0,16.0,90.0,203.0,253.0,110.0,38.0,0.0,65.0,49.0,64.0
350698,train,AN,False,Dec 2016,18296.0,143.0,894.0,1038.0,3313.0,1611.0,4916.0,431.0,3133.0,21609.0,10060.0,4715.0,5829.0,3520.0,7750.0,2424.0,1033.0
350698,train,AN,False,Dec 2017,18176.0,159.0,854.0,1012.0,3359.0,1959.0,4702.0,435.0,2832.0,21535.0,10272.0,4798.0,5636.0,3366.0,7902.0,2516.0,1111.0
350698,train,AN,False,Dec 2018,18016.0,166.0,779.0,945.0,3397.0,1926.0,3214.0,396.0,3238.0,21413.0,10665.0,4884.0,5658.0,3651.0,7949.0,2611.0,976.0
350698,train,AN,False,Dec 2019,17813.0,181.0,858.0,1038.0,3523.0,1579.0,4345.0,450.0,3688.0,21336.0,10543.0,4411.0,5100.0,3306.0,7381.0,2690.0,917.0
350698,train,AN,False,Dec 2020,16824.0,199.0,708.0,907.0,3566.0,1793.0,5826.0,382.0,4069.0,20390.0,9887.0,4153.0,4166.0,2599.0,6652.0,2627.0,845.0
879884,train,TTES,False,Dec 2005,103.0,4.0,29.0,33.0,60.0,61.0,0.0,18.0,3.0,163.0,163.0,64.0,29.0,27.0,32.0,31.0,26.0
879884,train,TTES,False,Dec 2006,103.0,4.0,29.0,33.0,60.0,61.0,0.0,18.0,3.0,163.0,163.0,64.0,29.0,27.0,32.0,31.0,26.0
879884,train,TTES,False,Dec 2007,137.0,5.0,43.0,48.0,80.0,61.0,0.0,25.0,27.0,217.0,301.0,110.0,36.0,47.0,110.0,39.0,44.0
879884,train,TTES,False,Dec 2008,174.0,8.0,30.0,38.0,111.0,19.0,0.0,13.0,40.0,285.0,287.0,117.0,46.0,58.0,76.0,82.0,48.0
879884,train,TTES,False,Dec 2009,139.0,9.0,24.0,33.0,80.0,19.0,0.0,16.0,56.0,218.0,280.0,104.0,32.0,54.0,41.0,57.0,28.0
818686,train,TEVA,False,Dec 2016,10250.0,1524.0,1370.0,2894.0,11653.0,32524.0,36793.0,329.0,13607.0,21903.0,93057.0,17228.0,18488.0,4954.0,58064.0,7050.0,7523.0
818686,train,TEVA,False,Dec 2017,11238.0,2112.0,-17504.0,-15392.0,10615.0,28829.0,19270.0,-16265.0,-3803.0,21853.0,70615.0,15382.0,17921.0,4924.0,51870.0,6624.0,7128.0
818686,train,TEVA,False,Dec 2018,9975.0,1842.0,-1676.0,166.0,8296.0,26700.0,16798.0,-2150.0,-5958.0,18271.0,60683.0,13794.0,14322.0,4731.0,44889.0,5427.0,5822.0
818686,train,TEVA,False,Dec 2019,9350.0,1722.0,-443.0,1279.0,7537.0,24562.0,10703.0,-999.0,-6956.0,16887.0,57470.0,13464.0,13674.0,4422.0,42407.0,4816.0,5676.0
818686,train,TEVA,False,Dec 2020,8932.0,1557.0,-3505.0,-1948.0,7726.0,22731.0,10581.0,-3990.0,-10946.0,16658.0,50640.0,13005.0,13164.0,4403.0,39579.0,4668.0,4581.0
1038133,train,HSKA,False,Dec 2016,76.2,4.6,16.7,21.3,53.9,6.0,503.1,10.5,-151.8,130.1,130.8,55.3,32.4,20.4,43.9,37.4,21.8
1038133,train,HSKA,False,Dec 2017,71.1,4.8,18.6,23.4,58.3,6.0,585.8,10.0,-143.5,129.3,135.4,62.8,19.4,32.6,35.0,40.0,17.4
